image_name,"x1, y1, confidence1","x2, y2, confidence2","x3, y3, confidence3","x4, y4, confidence4","x5, y5, confidence5","x6, y6, confidence6","x7, y7, confidence7","x8, y8, confidence8","x9, y9, confidence9","x10, y10, confidence10","x11, y11, confidence11","x12, y12, confidence12","x13, y13, confidence13","x14, y14, confidence14","x15, y15, confidence15","x16, y16, confidence16","x17, y17, confidence17",Ωˆ,ß§,§U√€,•b√€,Ø∏•ﬂ
detected_1410.jpg,"(0.7699628, 0.21164533, 0.9933313727378845)","(0.789737, 0.1918573, 0.9774494767189026)","(0.75037706, 0.19460039, 0.973360538482666)","(0.81900465, 0.19923034, 0.8390400409698486)","(0.7269082, 0.20683837, 0.7713135480880737)","(0.8633302, 0.30509037, 0.9958109855651855)","(0.7001588, 0.33436945, 0.9969695210456848)","(0.8937484, 0.45866242, 0.9764293432235718)","(0.6855883, 0.48641223, 0.9843920469284058)","(0.9108036, 0.6064419, 0.9634078741073608)","(0.6794629, 0.48779717, 0.9761062264442444)","(0.85924244, 0.62189907, 0.997337281703949)","(0.7591563, 0.636548, 0.9978518486022949)","(0.85904044, 0.857175, 0.9598671197891235)","(0.790807, 0.86425316, 0.9690857529640198)","(0.0, 0.0, 0.42915642261505127)","(0.0, 0.0, 0.48375511169433594)",,,,,
detected_1422.jpg,"(0.0, 0.24809074, 0.7114824056625366)","(0.010225224, 0.23642883, 0.8695235252380371)","(0.0, 0.0, 0.24038465321063995)","(0.034035005, 0.24579084, 0.8292009234428406)","(0.0, 0.0, 0.027941999956965446)","(0.08011748, 0.31090608, 0.9810934662818909)","(0.0, 0.0, 0.24223802983760834)","(0.14980166, 0.3875872, 0.9642265439033508)","(0.0, 0.0, 0.047809191048145294)","(0.19000228, 0.4675789, 0.8858428001403809)","(0.0, 0.0, 0.07936526089906693)","(0.10658699, 0.48772994, 0.9945068955421448)","(0.0365658, 0.5014945, 0.9426649808883667)","(0.14541163, 0.618067, 0.997500479221344)","(0.05255379, 0.6368176, 0.9776896834373474)","(0.16649994, 0.74256927, 0.9935872554779053)","(0.07071788, 0.75450754, 0.9745461940765381)",,,,,
detected_1423.jpg,"(0.0662571, 0.1094146, 0.7595494389533997)","(0.075129375, 0.09849074, 0.8748694658279419)","(0.0, 0.0, 0.30053380131721497)","(0.085806474, 0.108884476, 0.7488940358161926)","(0.0, 0.0, 0.041684072464704514)","(0.1159574, 0.18649451, 0.9783844947814941)","(0.0, 0.0, 0.20023180544376373)","(0.1615632, 0.28712955, 0.9664885997772217)","(0.0, 0.0, 0.02959982305765152)","(0.1793947, 0.36745968, 0.8945584297180176)","(0.0, 0.0, 0.05151800438761711)","(0.0876431, 0.38737625, 0.9820051193237305)","(0.015351442, 0.38482255, 0.7930202484130859)","(0.08671261, 0.53652847, 0.983915388584137)","(0.0123535935, 0.52668434, 0.8218541145324707)","(0.08727698, 0.66615254, 0.9385320544242859)","(0.01007964, 0.635488, 0.7387065887451172)",,,,,
detected_1443.jpg,"(0.0, 0.0, 0.0688595324754715)","(0.0, 0.0, 0.015298823826014996)","(0.0, 0.0, 0.0557122565805912)","(0.0, 0.0, 0.42817065119743347)","(0.13536605, 0.09565306, 0.8496463894844055)","(0.030815816, 0.16902785, 0.8964924216270447)","(0.15807834, 0.1777893, 0.9747381210327148)","(0.012960428, 0.2941896, 0.5348412990570068)","(0.18048984, 0.2922629, 0.8843572735786438)","(0.0, 0.0, 0.33277440071105957)","(0.16507778, 0.35942847, 0.6596227884292603)","(0.040558327, 0.39305443, 0.9832450151443481)","(0.12592909, 0.39770946, 0.9917500615119934)","(0.029280622, 0.5351907, 0.9874953627586365)","(0.0991414, 0.5490223, 0.9937979578971863)","(0.05472526, 0.66283935, 0.9576139450073242)","(0.096015766, 0.6817109, 0.9721377491950989)",,,,,
detected_1444.jpg,"(0.0, 0.0, 0.013975494541227818)","(0.0, 0.0, 0.00045552843948826194)","(0.0, 0.0, 0.02838016487658024)","(0.0, 0.0, 0.005989330820739269)","(0.162016, 0.02020197, 0.9472320079803467)","(0.0, 0.0, 0.41995561122894287)","(0.17925307, 0.15705729, 0.9356985688209534)","(0.0, 0.0, 0.11520306766033173)","(0.25225273, 0.40950376, 0.8766773343086243)","(0.0, 0.0, 0.05700867623090744)","(0.20559327, 0.58321726, 0.6320333480834961)","(0.07744815, 0.6313667, 0.8341152667999268)","(0.16817255, 0.6429696, 0.9562087655067444)","(0.0, 0.0, 0.1694697141647339)","(0.0, 0.0, 0.4711093604564667)","(0.0, 0.0, 0.01841004192829132)","(0.0, 0.0, 0.03925162926316261)",,,,,
detected_1469.jpg,"(0.60702235, 0.24623322, 0.9906045794487)","(0.61568004, 0.23601857, 0.9411670565605164)","(0.5956887, 0.23693743, 0.9808470606803894)","(0.6286557, 0.23199376, 0.6083735823631287)","(0.5751392, 0.2343472, 0.9038892388343811)","(0.6491596, 0.2757028, 0.9946784973144531)","(0.558072, 0.2809031, 0.9985827207565308)","(0.6844083, 0.33275738, 0.9656480550765991)","(0.54482114, 0.3545956, 0.9942097663879395)","(0.701389, 0.37643597, 0.9461635947227478)","(0.52539885, 0.41941008, 0.9849811792373657)","(0.6256476, 0.41528797, 0.9983618855476379)","(0.56702244, 0.41293612, 0.9991557598114014)","(0.60597533, 0.5057602, 0.9954349398612976)","(0.54189336, 0.48993826, 0.9976763129234314)","(0.60880685, 0.6121799, 0.9767969250679016)","(0.55373126, 0.58845997, 0.9854185581207275)",,,1,,
detected_1470.jpg,"(0.39730474, 0.25125077, 0.9875205755233765)","(0.4107051, 0.24292655, 0.9676282405853271)","(0.3896454, 0.23975687, 0.95430988073349)","(0.43203965, 0.24309373, 0.8411012291908264)","(0.37921724, 0.23554869, 0.7043563723564148)","(0.4463586, 0.29056397, 0.9962540864944458)","(0.3597287, 0.28378645, 0.9954789876937866)","(0.46439344, 0.35827073, 0.9837294220924377)","(0.31605458, 0.33830184, 0.9796221256256104)","(0.47529072, 0.4180604, 0.9698689579963684)","(0.30000868, 0.3772548, 0.966992199420929)","(0.44211584, 0.42509428, 0.9986577033996582)","(0.385588, 0.4252549, 0.9985411167144775)","(0.4633135, 0.49827203, 0.996551513671875)","(0.38389075, 0.50461113, 0.996566891670227)","(0.45322013, 0.600634, 0.9819974303245544)","(0.3768398, 0.6180474, 0.9826510548591614)",,,1,,
detected_1471.jpg,"(0.34296614, 0.28048915, 0.9875413775444031)","(0.35386896, 0.26775318, 0.968065619468689)","(0.33129662, 0.27018365, 0.9501129388809204)","(0.375391, 0.26201436, 0.8277128338813782)","(0.31836912, 0.26838908, 0.6602905988693237)","(0.40241528, 0.30331388, 0.996829092502594)","(0.31277734, 0.32390887, 0.9935004115104675)","(0.43948048, 0.36973938, 0.9870791435241699)","(0.2905802, 0.40420657, 0.9719454050064087)","(0.46736923, 0.42716894, 0.9771718382835388)","(0.28336573, 0.4218553, 0.9649660587310791)","(0.42965016, 0.44114536, 0.998359739780426)","(0.36958542, 0.45522875, 0.9978103041648865)","(0.47312003, 0.48840094, 0.9975341558456421)","(0.38939008, 0.50496745, 0.9970166683197021)","(0.49132866, 0.6121233, 0.9897304773330688)","(0.4107863, 0.6281148, 0.9890655279159546)",,,1,,
detected_1492.jpg,"(0.3267335, 0.22540876, 0.6507863998413086)","(0.0, 0.0, 0.02616475149989128)","(0.33015794, 0.20016558, 0.8062953352928162)","(0.0, 0.0, 0.01042237039655447)","(0.2810612, 0.14650421, 0.9732837677001953)","(0.16976683, 0.226392, 0.8652184009552002)","(0.19121106, 0.25960788, 0.9717141389846802)","(0.22532216, 0.4662746, 0.5968931913375854)","(0.25511625, 0.5423527, 0.9358530640602112)","(0.0, 0.0, 0.4906694293022156)","(0.3389305, 0.67489964, 0.7905667424201965)","(0.07338347, 0.691206, 0.8650575876235962)","(0.08232957, 0.7105746, 0.9109259843826294)","(0.0, 0.0, 0.07895924150943756)","(0.0, 0.0, 0.11004958301782608)","(0.0, 0.0, 0.0046053603291511536)","(0.0, 0.0, 0.0041456567123532295)",,,,,
detected_1493.jpg,"(0.29145935, 0.2697272, 0.637702226638794)","(0.0, 0.0, 0.015507346019148827)","(0.29315376, 0.24353096, 0.9026850461959839)","(0.0, 0.0, 0.05173927918076515)","(0.23691304, 0.20194289, 0.9950260519981384)","(0.051698614, 0.2647851, 0.787909984588623)","(0.19132021, 0.3383922, 0.9900681972503662)","(0.0, 0.0, 0.1712718904018402)","(0.27144256, 0.6141923, 0.9605017304420471)","(0.0, 0.0, 0.19474032521247864)","(0.36436144, 0.7427316, 0.8062230348587036)","(0.0, 0.6932188, 0.6129787564277649)","(0.0834435, 0.73176455, 0.862711489200592)","(0.0, 0.0, 0.11056835949420929)","(0.0, 0.0, 0.2962181270122528)","(0.0, 0.0, 0.015522429719567299)","(0.0, 0.0, 0.02433786168694496)",,,,,
detected_1598.jpg,"(0.0, 0.0, 0.16335542500019073)","(0.0, 0.0, 0.05049581080675125)","(0.0, 0.0, 0.045760005712509155)","(0.2886309, 0.5919796, 0.6105930209159851)","(0.33054, 0.5951799, 0.5002486109733582)","(0.26865584, 0.6349051, 0.995028555393219)","(0.33095425, 0.6441439, 0.980058491230011)","(0.2391593, 0.7074877, 0.988109290599823)","(0.345281, 0.7258316, 0.9256515502929688)","(0.23322265, 0.7793566, 0.9541601538658142)","(0.35306287, 0.80841523, 0.8285253643989563)","(0.2708494, 0.7690991, 0.9986976385116577)","(0.3137393, 0.77161926, 0.9973013997077942)","(0.27340126, 0.84826964, 0.9957877993583679)","(0.325732, 0.84268826, 0.9914435744285583)","(0.29244637, 0.9261405, 0.9738699197769165)","(0.34288225, 0.91046333, 0.9589641690254211)",,,,,
detected_1600.jpg,"(0.0, 0.0, 0.11962857097387314)","(0.0, 0.0, 0.03945121169090271)","(0.0, 0.0, 0.04048524424433708)","(0.0, 0.0, 0.3823240101337433)","(0.0, 0.0, 0.36552369594573975)","(0.2127636, 0.6114885, 0.979377806186676)","(0.2783528, 0.6294445, 0.925672173500061)","(0.16295943, 0.67500675, 0.9676424860954285)","(0.25747344, 0.69847006, 0.791547417640686)","(0.12908395, 0.7427877, 0.9132695198059082)","(0.24344616, 0.7449335, 0.6790400147438049)","(0.18947588, 0.74763685, 0.9961840510368347)","(0.23410638, 0.7529197, 0.9914730787277222)","(0.15451558, 0.83379203, 0.9921184778213501)","(0.21074876, 0.85062885, 0.9809356927871704)","(0.15064928, 0.9246446, 0.9563259482383728)","(0.19307512, 0.9408126, 0.9179691076278687)",,,,,
detected_1609.jpg,"(0.0, 0.0, 0.2357395738363266)","(0.0, 0.0, 0.03320106863975525)","(0.0, 0.0, 0.12235593050718307)","(0.0, 0.0, 0.48216918110847473)","(0.5428492, 0.044318058, 0.8494688868522644)","(0.45267493, 0.11390235, 0.9919654130935669)","(0.5424291, 0.12119307, 0.9947896003723145)","(0.41359124, 0.22299261, 0.9692372679710388)","(0.56253827, 0.22412732, 0.9830827713012695)","(0.39427835, 0.31180128, 0.924687922000885)","(0.5893377, 0.3060041, 0.9478378891944885)","(0.45107645, 0.31436545, 0.9987823367118835)","(0.5100555, 0.31729528, 0.9990173578262329)","(0.44441843, 0.45668858, 0.995137631893158)","(0.513252, 0.47053066, 0.9961200952529907)","(0.4396271, 0.57084864, 0.9403305649757385)","(0.4893462, 0.59308255, 0.9446417093276978)",,,,,
detected_1660.jpg,"(0.0, 0.0, 0.0859113484621048)","(0.0, 0.0, 0.007196533028036356)","(0.0, 0.0, 0.10657893866300583)","(0.0, 0.0, 0.025250757113099098)","(0.79077613, 0.37360987, 0.5408200025558472)","(0.713642, 0.37442777, 0.5520486235618591)","(0.7518205, 0.3734038, 0.9646542072296143)","(0.0, 0.0, 0.48612746596336365)","(0.7210466, 0.43534645, 0.9820021390914917)","(0.7301057, 0.53011733, 0.6331173181533813)","(0.73766893, 0.5220257, 0.9632229208946228)","(0.6079666, 0.4867131, 0.9938206076622009)","(0.6317081, 0.49026942, 0.998382568359375)","(0.6455468, 0.6181507, 0.9971822500228882)","(0.6794673, 0.65204865, 0.9993359446525574)","(0.66250134, 0.7624203, 0.9919313788414001)","(0.6810061, 0.8310316, 0.9965838193893433)",,,,,
detected_1673.jpg,"(0.0, 0.0, 0.09533840417861938)","(0.0, 0.0, 0.0294266976416111)","(0.0, 0.0, 0.051832109689712524)","(0.4583993, 0.28181106, 0.5753985643386841)","(0.51221156, 0.27897, 0.714709460735321)","(0.4332481, 0.3290248, 0.9670344591140747)","(0.53837824, 0.3179947, 0.9818653464317322)","(0.41293612, 0.40724188, 0.8059812188148499)","(0.5730365, 0.3793629, 0.9209672212600708)","(0.43902677, 0.43542513, 0.5668622851371765)","(0.5990766, 0.41295475, 0.7427657246589661)","(0.4596633, 0.43685466, 0.9902859330177307)","(0.533593, 0.43367067, 0.993035078048706)","(0.46089274, 0.5201355, 0.9784486293792725)","(0.55188245, 0.51385295, 0.9854480624198914)","(0.46060953, 0.603577, 0.9205595254898071)","(0.56027627, 0.59955895, 0.9388315081596375)",,,,,
detected_1688.jpg,"(0.3278833, 0.3370969, 0.9666990041732788)","(0.33550096, 0.3242627, 0.8640894293785095)","(0.30827722, 0.31911832, 0.9477441906929016)","(0.0, 0.0, 0.41820698976516724)","(0.2668295, 0.32081398, 0.8662694096565247)","(0.34076965, 0.38563976, 0.9868654608726501)","(0.24137545, 0.3726675, 0.9894976615905762)","(0.34020814, 0.45889935, 0.9038657546043396)","(0.26782027, 0.46621984, 0.9407529830932617)","(0.3554979, 0.49479446, 0.8404045104980469)","(0.3125934, 0.5289377, 0.8674854040145874)","(0.22418046, 0.4796381, 0.9857922196388245)","(0.15923709, 0.45536882, 0.9845125675201416)","(0.17745124, 0.5357357, 0.9632405042648315)","(0.11150823, 0.46622533, 0.9620496034622192)","(0.059244096, 0.59661686, 0.8966661691665649)","(0.012142157, 0.49287382, 0.8945470452308655)",,,,,
detected_1689.jpg,"(0.35134807, 0.36733663, 0.9662259817123413)","(0.35668716, 0.35399497, 0.8619897365570068)","(0.33190563, 0.35306388, 0.9492136240005493)","(0.0, 0.0, 0.4717298746109009)","(0.29787117, 0.35796347, 0.8734829425811768)","(0.37481537, 0.405854, 0.9880775213241577)","(0.2828195, 0.40559587, 0.9928117394447327)","(0.3769927, 0.46513644, 0.9146444201469421)","(0.32648522, 0.49104214, 0.9658010601997375)","(0.38964695, 0.4875247, 0.8342328071594238)","(0.3814416, 0.55285865, 0.8916490077972412)","(0.27665466, 0.5140039, 0.9935078620910645)","(0.20949002, 0.49655905, 0.9939571619033813)","(0.2569643, 0.5819947, 0.9774472713470459)","(0.15629807, 0.5195448, 0.9804461598396301)","(0.17057861, 0.65087354, 0.9240443110466003)","(0.05744859, 0.5521349, 0.9313560128211975)",,,,,
detected_1690.jpg,"(0.55390877, 0.2510712, 0.9863677620887756)","(0.5653653, 0.23620299, 0.9755570292472839)","(0.5409342, 0.24288662, 0.9383054375648499)","(0.5919271, 0.2320797, 0.9106380343437195)","(0.5309553, 0.24702556, 0.5580519437789917)","(0.62875235, 0.28301218, 0.9957577586174011)","(0.53218323, 0.291817, 0.9908189177513123)","(0.66144043, 0.3495657, 0.981573760509491)","(0.5099162, 0.34160584, 0.9506904482841492)","(0.65177524, 0.40928277, 0.9627647995948792)","(0.5054827, 0.38715953, 0.9158936142921448)","(0.6160258, 0.4140176, 0.9873287677764893)","(0.5510875, 0.41328067, 0.9820694923400879)","(0.572312, 0.38791463, 0.9360185861587524)","(0.47808394, 0.38605437, 0.9088085293769836)","(0.5954688, 0.4444069, 0.8037958741188049)","(0.50567704, 0.43387634, 0.7634453773498535)",,,,,
detected_1741.jpg,"(0.33692756, 0.40757188, 0.778292715549469)","(0.0, 0.0, 0.20172874629497528)","(0.33495554, 0.39408663, 0.8203049302101135)","(0.0, 0.0, 0.03964517265558243)","(0.2969218, 0.3811409, 0.8583080172538757)","(0.2809706, 0.41139013, 0.9295104742050171)","(0.21033628, 0.40263686, 0.9873108863830566)","(0.29108015, 0.46808538, 0.8800233602523804)","(0.19085124, 0.48427945, 0.9849653244018555)","(0.29653442, 0.5147635, 0.8950191140174866)","(0.26386508, 0.5186241, 0.9749155044555664)","(0.14100909, 0.45896402, 0.9951654672622681)","(0.08575413, 0.455581, 0.9970667958259583)","(0.21730666, 0.5366785, 0.9947415590286255)","(0.12734999, 0.5340455, 0.997165858745575)","(0.20023045, 0.66208583, 0.9821622967720032)","(0.10688776, 0.6637642, 0.9871456623077393)",,,,,
detected_1888.jpg,"(0.9019661, 0.30991992, 0.9735792279243469)","(0.9096053, 0.3021343, 0.9495295286178589)","(0.8947527, 0.30335924, 0.8992246985435486)","(0.9238822, 0.3051302, 0.8493744134902954)","(0.8877897, 0.30838314, 0.6097416281700134)","(0.946421, 0.3508168, 0.9961068034172058)","(0.8715556, 0.3517682, 0.9902894496917725)","(0.9641635, 0.41260472, 0.9832887053489685)","(0.84983146, 0.400469, 0.9451310634613037)","(0.9538258, 0.45959076, 0.9642643332481384)","(0.8770313, 0.40401897, 0.9192671775817871)","(0.92948663, 0.47202712, 0.998058021068573)","(0.8812544, 0.47204113, 0.9967858791351318)","(0.9254921, 0.56635535, 0.9934347867965698)","(0.8806861, 0.568226, 0.9902133345603943)","(0.91743577, 0.65616345, 0.9637189507484436)","(0.88021815, 0.6548294, 0.9546487927436829)",,,,,
detected_1889.jpg,"(0.11216513, 0.35797966, 0.9526520371437073)","(0.117673144, 0.35049435, 0.8385761976242065)","(0.105326355, 0.35214683, 0.8733744621276855)","(0.12862773, 0.35095796, 0.6347900032997131)","(0.09834001, 0.3550103, 0.6930090188980103)","(0.1564205, 0.39051476, 0.9923771619796753)","(0.084564745, 0.3975206, 0.9949222207069397)","(0.18463233, 0.43105954, 0.9731559157371521)","(0.06968866, 0.45642692, 0.9838805794715881)","(0.1611363, 0.42628613, 0.955333411693573)","(0.086049564, 0.5054848, 0.9705669283866882)","(0.16951735, 0.51636773, 0.9978898167610168)","(0.12366454, 0.52095157, 0.9982876181602478)","(0.18177083, 0.607102, 0.9934788942337036)","(0.1453743, 0.6119996, 0.9951034784317017)","(0.19884512, 0.68380976, 0.964695394039154)","(0.16958861, 0.69241923, 0.9716644883155823)",,,,,
detected_1897.jpg,"(0.0, 0.0, 0.4485569894313812)","(0.0, 0.0, 0.060217928141355515)","(0.19785176, 0.019277668, 0.5833694934844971)","(0.0, 0.0, 0.08930539339780807)","(0.1773887, 0.018520068, 0.8855334520339966)","(0.15193745, 0.06856998, 0.8436225652694702)","(0.16988501, 0.06671492, 0.9868649840354919)","(0.0, 0.0, 0.46743014454841614)","(0.1888723, 0.14260647, 0.976745069026947)","(0.0, 0.0, 0.4268323481082916)","(0.22789678, 0.19257298, 0.9322829246520996)","(0.16584603, 0.2083168, 0.9892114400863647)","(0.17359017, 0.20878467, 0.9972905516624451)","(0.18647945, 0.31666088, 0.9916350841522217)","(0.18751453, 0.31739277, 0.9980533123016357)","(0.1696261, 0.4093408, 0.982570469379425)","(0.16813321, 0.4199314, 0.9930922985076904)",,,,,
detected_1905.jpg,"(0.41719455, 0.28473586, 0.905149519443512)","(0.0, 0.0, 0.3112553060054779)","(0.41565076, 0.26229414, 0.9308567047119141)","(0.0, 0.0, 0.048483364284038544)","(0.37448293, 0.22789426, 0.9587157964706421)","(0.35347265, 0.2914958, 0.9734727144241333)","(0.2774976, 0.27519435, 0.9961853623390198)","(0.35907444, 0.38317537, 0.8978278040885925)","(0.25282297, 0.410789, 0.9925798773765564)","(0.40579477, 0.407978, 0.9021421074867249)","(0.37483782, 0.43684596, 0.9873896837234497)","(0.2637063, 0.4313677, 0.9943642616271973)","(0.21313517, 0.43352443, 0.9970500469207764)","(0.38792944, 0.4530409, 0.9875097274780273)","(0.32037473, 0.46431094, 0.9950247406959534)","(0.26406223, 0.5361525, 0.9585114121437073)","(0.25017762, 0.5678543, 0.9746397137641907)",,,1,,
detected_1907.jpg,"(0.4058102, 0.2756307, 0.8890159726142883)","(0.0, 0.0, 0.27240344882011414)","(0.40343967, 0.25505823, 0.9123935103416443)","(0.0, 0.0, 0.048642270267009735)","(0.362948, 0.22683792, 0.9532073736190796)","(0.34537554, 0.2870229, 0.9777246713638306)","(0.27069166, 0.27824154, 0.9960298538208008)","(0.36285087, 0.37691298, 0.9164496064186096)","(0.25615302, 0.41211468, 0.9920875430107117)","(0.41855758, 0.40922207, 0.9150319695472717)","(0.3842125, 0.4327008, 0.986583411693573)","(0.25930825, 0.4249041, 0.9954989552497864)","(0.21033971, 0.43034363, 0.9973695278167725)","(0.378954, 0.4455781, 0.9905456304550171)","(0.31776008, 0.4610601, 0.9957939386367798)","(0.26778525, 0.538041, 0.9665928483009338)","(0.2564281, 0.5703138, 0.9780448079109192)",,,1,,
detected_1948.jpg,"(0.6197142, 0.1247402, 0.9733903408050537)","(0.6305393, 0.11359988, 0.961546778678894)","(0.61217225, 0.11623812, 0.8645470142364502)","(0.65877855, 0.1111202, 0.8944020867347717)","(0.0, 0.0, 0.4162728786468506)","(0.69857836, 0.16169736, 0.9965531826019287)","(0.5970875, 0.17269321, 0.9857515692710876)","(0.7348169, 0.23149657, 0.986160397529602)","(0.57343453, 0.24449365, 0.9184262752532959)","(0.7302689, 0.29806674, 0.9683400392532349)","(0.57594997, 0.30100256, 0.8827279806137085)","(0.69019794, 0.30948752, 0.9985777139663696)","(0.6243618, 0.3132098, 0.9971204996109009)","(0.69842714, 0.4039341, 0.9957493543624878)","(0.6182889, 0.41073304, 0.9926000833511353)","(0.7007946, 0.48871556, 0.9786442518234253)","(0.6273414, 0.4964552, 0.9711138606071472)",,,,,
detected_1949.jpg,"(0.5876244, 0.12889998, 0.9584486484527588)","(0.59736764, 0.11704241, 0.9411467909812927)","(0.5800219, 0.12085114, 0.7892193794250488)","(0.62490845, 0.11223854, 0.8747941851615906)","(0.0, 0.0, 0.2962462902069092)","(0.66727865, 0.16030364, 0.9965353012084961)","(0.5729914, 0.1746506, 0.9756012558937073)","(0.7118164, 0.22660108, 0.9890133142471313)","(0.5533814, 0.24440019, 0.8988074064254761)","(0.7099074, 0.28885558, 0.9750699996948242)","(0.557603, 0.3103739, 0.8758025765419006)","(0.66905946, 0.30005392, 0.9987019300460815)","(0.6081821, 0.30701682, 0.9969366788864136)","(0.68594515, 0.38802686, 0.9971491694450378)","(0.61309564, 0.4003268, 0.9940965175628662)","(0.6998859, 0.47422725, 0.9853661060333252)","(0.62601054, 0.4900543, 0.9776701331138611)",,,,,
detected_1954.jpg,"(0.0, 0.0, 0.16992777585983276)","(0.0, 0.0, 0.12642651796340942)","(0.0, 0.0, 0.04161098971962929)","(0.56216216, 0.2313272, 0.80860435962677)","(0.0, 0.0, 0.3936157822608948)","(0.5455513, 0.27871934, 0.9854583740234375)","(0.63109, 0.27568874, 0.9631696939468384)","(0.5237951, 0.34054515, 0.940679669380188)","(0.64044696, 0.3421318, 0.808853805065155)","(0.5333025, 0.3808752, 0.7977100014686584)","(0.6131155, 0.38374305, 0.6145747900009155)","(0.5484868, 0.39572182, 0.9961255192756653)","(0.6077551, 0.39276686, 0.9939048886299133)","(0.5343559, 0.46416265, 0.9927409291267395)","(0.5908011, 0.46378174, 0.9897316098213196)","(0.52036667, 0.5302555, 0.974015474319458)","(0.580199, 0.53150207, 0.9684879779815674)",,,,,
detected_1962.jpg,"(0.22739485, 0.27193865, 0.9381774067878723)","(0.23155227, 0.26454133, 0.8730621337890625)","(0.22069602, 0.26676506, 0.8538476824760437)","(0.24298069, 0.26345116, 0.6940283179283142)","(0.21456507, 0.2688163, 0.6184126734733582)","(0.27897328, 0.29077393, 0.9819877743721008)","(0.19724098, 0.29933137, 0.9815096855163574)","(0.3180351, 0.3202094, 0.9440135359764099)","(0.1689933, 0.33316004, 0.9426073431968689)","(0.3012597, 0.34898764, 0.9143309593200684)","(0.20219569, 0.35638872, 0.9160112142562866)","(0.28334096, 0.391858, 0.9806226491928101)","(0.2319663, 0.39651904, 0.9803126454353333)","(0.28429678, 0.4744897, 0.8437179327011108)","(0.2335537, 0.48215646, 0.8512514233589172)","(0.0, 0.0, 0.4436125159263611)","(0.0, 0.0, 0.45665863156318665)",,,,,
detected_1963.jpg,"(0.6534361, 0.33133176, 0.9568241834640503)","(0.65931123, 0.32611957, 0.9016473889350891)","(0.648463, 0.32482487, 0.9500673413276672)","(0.6659033, 0.32769334, 0.5145958662033081)","(0.637185, 0.32359275, 0.7994099259376526)","(0.6724624, 0.35691994, 0.9875075221061707)","(0.6141993, 0.35225505, 0.9963638186454773)","(0.68227834, 0.39644933, 0.940911591053009)","(0.59002525, 0.38886458, 0.9875439405441284)","(0.6890708, 0.43399876, 0.9170116782188416)","(0.591797, 0.4263822, 0.9712040424346924)","(0.6581408, 0.43858695, 0.9952097535133362)","(0.61888963, 0.4368965, 0.9974932670593262)","(0.65718585, 0.4963239, 0.983027458190918)","(0.6007099, 0.4946701, 0.9893436431884766)","(0.6533215, 0.547114, 0.9428706765174866)","(0.588093, 0.5457399, 0.9590051770210266)",,,,,
detected_1964.jpg,"(0.7992945, 0.24473175, 0.945133626461029)","(0.80628985, 0.23925976, 0.887131929397583)","(0.795151, 0.23784399, 0.8517410755157471)","(0.81650054, 0.23992856, 0.7343037724494934)","(0.78716695, 0.23642378, 0.5884605050086975)","(0.83805925, 0.27014455, 0.989208996295929)","(0.75946003, 0.26823995, 0.9798005223274231)","(0.8688959, 0.303897, 0.9677760004997253)","(0.733595, 0.3034192, 0.9278587102890015)","(0.84079397, 0.32595405, 0.9416267275810242)","(0.7446346, 0.33558473, 0.8950539231300354)","(0.8150422, 0.37540263, 0.9875897169113159)","(0.765981, 0.3741356, 0.9830639958381653)","(0.81481063, 0.46062726, 0.9033092260360718)","(0.76882, 0.4603289, 0.8749021291732788)","(0.8099822, 0.5208102, 0.5666465759277344)","(0.78185815, 0.5215632, 0.5158442258834839)",,,,,
detected_1986.jpg,"(0.8279586, 0.110986784, 0.9618198275566101)","(0.84234065, 0.09606888, 0.9809009432792664)","(0.8216071, 0.09966955, 0.7266499996185303)","(0.8803172, 0.09818301, 0.96627277135849)","(0.0, 0.0, 0.12531918287277222)","(0.9395405, 0.16662267, 0.9966431856155396)","(0.8134982, 0.18824008, 0.8075394630432129)","(0.98154336, 0.24360546, 0.9860653877258301)","(0.0, 0.0, 0.2814619541168213)","(0.91570884, 0.25769925, 0.9644571542739868)","(0.0, 0.0, 0.36570802330970764)","(0.9286664, 0.35388592, 0.9925323128700256)","(0.84671354, 0.3611979, 0.9488601684570312)","(0.93967724, 0.46635944, 0.9848645925521851)","(0.8581816, 0.4757592, 0.9163613319396973)","(0.9402729, 0.58152753, 0.9139280915260315)","(0.8926306, 0.5846933, 0.7758315205574036)",,,,,
detected_1987.jpg,"(0.823867, 0.14152057, 0.9608210921287537)","(0.8372096, 0.1298238, 0.9822723865509033)","(0.81859505, 0.1320914, 0.6620545983314514)","(0.8714539, 0.13391078, 0.974967896938324)","(0.0, 0.0, 0.09346101433038712)","(0.92456245, 0.19530764, 0.9981247782707214)","(0.8143178, 0.21548042, 0.8314284682273865)","(0.9678631, 0.27042955, 0.9936736822128296)","(0.0, 0.0, 0.29585909843444824)","(0.89013034, 0.28648424, 0.9827202558517456)","(0.0, 0.0, 0.3923302888870239)","(0.9142335, 0.36908954, 0.996600329875946)","(0.8440889, 0.37450796, 0.9687460064888)","(0.9146301, 0.481364, 0.9928211569786072)","(0.8556727, 0.49292928, 0.9446491003036499)","(0.9093486, 0.59448665, 0.9530707001686096)","(0.8857564, 0.6049691, 0.8431808948516846)",,,,,
