image_name,"x1, y1, confidence1","x2, y2, confidence2","x3, y3, confidence3","x4, y4, confidence4","x5, y5, confidence5","x6, y6, confidence6","x7, y7, confidence7","x8, y8, confidence8","x9, y9, confidence9","x10, y10, confidence10","x11, y11, confidence11","x12, y12, confidence12","x13, y13, confidence13","x14, y14, confidence14","x15, y15, confidence15","x16, y16, confidence16","x17, y17, confidence17",Y
detected_0474.jpg,"(tensor(0.5711), tensor(0.4003), 0.8547991514205933)","(tensor(0.5742), tensor(0.3941), 0.7825174927711487)","(tensor(0.5668), tensor(0.3967), 0.6221523284912109)","(tensor(0.5868), tensor(0.3874), 0.7018545866012573)","(tensor(0.), tensor(0.), 0.3610614836215973)","(tensor(0.6074), tensor(0.3987), 0.9787164330482483)","(tensor(0.5816), tensor(0.4008), 0.9699884057044983)","(tensor(0.6143), tensor(0.4269), 0.9422972202301025)","(tensor(0.5519), tensor(0.4041), 0.9017382860183716)","(tensor(0.5985), tensor(0.4467), 0.8907238841056824)","(tensor(0.5165), tensor(0.3955), 0.8577529788017273)","(tensor(0.6765), tensor(0.4379), 0.9933565258979797)","(tensor(0.6601), tensor(0.4436), 0.9925172328948975)","(tensor(0.6696), tensor(0.5141), 0.9929528832435608)","(tensor(0.6638), tensor(0.5226), 0.9918660521507263)","(tensor(0.7131), tensor(0.5793), 0.9814354777336121)","(tensor(0.7105), tensor(0.5877), 0.9814018607139587)",
detected_0476.jpg,"(tensor(0.7039), tensor(0.5021), 0.6006042957305908)","(tensor(0.7084), tensor(0.4945), 0.63320392370224)","(tensor(0.), tensor(0.), 0.08889904618263245)","(tensor(0.7283), tensor(0.5027), 0.8348919749259949)","(tensor(0.), tensor(0.), 0.04292546957731247)","(tensor(0.7630), tensor(0.5696), 0.9909541010856628)","(tensor(0.7225), tensor(0.5486), 0.8539396524429321)","(tensor(0.7495), tensor(0.6689), 0.9912353754043579)","(tensor(0.6816), tensor(0.6258), 0.6698635816574097)","(tensor(0.6813), tensor(0.6556), 0.9779300689697266)","(tensor(0.6610), tensor(0.6301), 0.6831629276275635)","(tensor(0.7283), tensor(0.7348), 0.9879171252250671)","(tensor(0.7038), tensor(0.7173), 0.9519237279891968)","(tensor(0.6706), tensor(0.8242), 0.9181714653968811)","(tensor(0.6608), tensor(0.7966), 0.730238139629364)","(tensor(0.), tensor(0.), 0.47714880108833313)","(tensor(0.), tensor(0.), 0.2734323740005493)",
detected_0483.jpg,"(tensor(0.), tensor(0.), 0.05727054178714752)","(tensor(0.), tensor(0.), 0.10522916167974472)","(tensor(0.), tensor(0.), 0.005220757331699133)","(tensor(0.6722), tensor(0.3227), 0.944758415222168)","(tensor(0.), tensor(0.), 0.1334654539823532)","(tensor(0.6431), tensor(0.4192), 0.9771561622619629)","(tensor(0.7889), tensor(0.4060), 0.657470703125)","(tensor(0.5720), tensor(0.5403), 0.9153309464454651)","(tensor(0.), tensor(0.), 0.11217200011014938)","(tensor(0.5707), tensor(0.4662), 0.6803611516952515)","(tensor(0.), tensor(0.), 0.07861664891242981)","(tensor(0.6685), tensor(0.6566), 0.9057760834693909)","(tensor(0.7647), tensor(0.6492), 0.6805600523948669)","(tensor(0.6439), tensor(0.7831), 0.5536771416664124)","(tensor(0.), tensor(0.), 0.21347908675670624)","(tensor(0.), tensor(0.), 0.09984809160232544)","(tensor(0.), tensor(0.), 0.04041630029678345)",
detected_0487.jpg,"(tensor(0.2547), tensor(0.2176), 0.56954425573349)","(tensor(0.2564), tensor(0.2140), 0.5289864540100098)","(tensor(0.), tensor(0.), 0.303546667098999)","(tensor(0.2618), tensor(0.2149), 0.5462528467178345)","(tensor(0.), tensor(0.), 0.18863128125667572)","(tensor(0.2714), tensor(0.2331), 0.9284887313842773)","(tensor(0.2577), tensor(0.2359), 0.8578911423683167)","(tensor(0.2772), tensor(0.2575), 0.7965536117553711)","(tensor(0.), tensor(0.), 0.48137742280960083)","(tensor(0.2674), tensor(0.2731), 0.7068941593170166)","(tensor(0.), tensor(0.), 0.4464103579521179)","(tensor(0.2819), tensor(0.2847), 0.9610163569450378)","(tensor(0.2730), tensor(0.2866), 0.9419600367546082)","(tensor(0.2886), tensor(0.3269), 0.9594056010246277)","(tensor(0.2791), tensor(0.3284), 0.9348862171173096)","(tensor(0.2966), tensor(0.3681), 0.9392608404159546)","(tensor(0.2838), tensor(0.3682), 0.9145416617393494)",
detected_0488.jpg,"(tensor(0.8656), tensor(0.2477), 0.9164205193519592)","(tensor(0.8750), tensor(0.2411), 0.7990730404853821)","(tensor(0.8589), tensor(0.2390), 0.8366921544075012)","(tensor(0.8851), tensor(0.2523), 0.5226424336433411)","(tensor(0.8471), tensor(0.2473), 0.5987648367881775)","(tensor(0.8852), tensor(0.3146), 0.9647517204284668)","(tensor(0.8215), tensor(0.3033), 0.9778647422790527)","(tensor(0.8816), tensor(0.3913), 0.8838709592819214)","(tensor(0.7886), tensor(0.3724), 0.9232532382011414)","(tensor(0.8809), tensor(0.4461), 0.8271967172622681)","(tensor(0.7811), tensor(0.4429), 0.8656612634658813)","(tensor(0.8406), tensor(0.4542), 0.9937241673469543)","(tensor(0.7980), tensor(0.4476), 0.9945514798164368)","(tensor(0.8271), tensor(0.5531), 0.9902198910713196)","(tensor(0.7741), tensor(0.5494), 0.9917308688163757)","(tensor(0.8094), tensor(0.6552), 0.9665167927742004)","(tensor(0.7488), tensor(0.6597), 0.9694008231163025)",
detected_0532.jpg,"(tensor(0.), tensor(0.), 0.1340271234512329)","(tensor(0.), tensor(0.), 0.08273887634277344)","(tensor(0.), tensor(0.), 0.05495264381170273)","(tensor(0.), tensor(0.), 0.2418278604745865)","(tensor(0.), tensor(0.), 0.22536388039588928)","(tensor(0.8177), tensor(0.2551), 0.730816125869751)","(tensor(0.8346), tensor(0.2544), 0.59576016664505)","(tensor(0.), tensor(0.), 0.4350847601890564)","(tensor(0.), tensor(0.), 0.2870865762233734)","(tensor(0.), tensor(0.), 0.25112611055374146)","(tensor(0.), tensor(0.), 0.2251671552658081)","(tensor(0.8822), tensor(0.4937), 0.9368313550949097)","(tensor(0.8960), tensor(0.4970), 0.9273585081100464)","(tensor(0.9200), tensor(0.7027), 0.9208952784538269)","(tensor(0.9318), tensor(0.7011), 0.9213855266571045)","(tensor(0.9753), tensor(0.8762), 0.7220895886421204)","(tensor(0.9631), tensor(0.8698), 0.7407562732696533)",
detected_0557.jpg,"(tensor(0.), tensor(0.), 0.15638771653175354)","(tensor(0.), tensor(0.), 0.12278082221746445)","(tensor(0.), tensor(0.), 0.03217346966266632)","(tensor(0.), tensor(0.), 0.4964505434036255)","(tensor(0.), tensor(0.), 0.14784324169158936)","(tensor(0.7277), tensor(0.7563), 0.8272280693054199)","(tensor(0.8566), tensor(0.7840), 0.8060685396194458)","(tensor(0.5812), tensor(0.7515), 0.623667299747467)","(tensor(0.), tensor(0.), 0.49172452092170715)","(tensor(0.3911), tensor(0.6803), 0.6943642497062683)","(tensor(0.8220), tensor(0.7305), 0.5794028043746948)","(tensor(0.6413), tensor(0.8252), 0.8676770329475403)","(tensor(0.7148), tensor(0.8183), 0.8376097679138184)","(tensor(0.5582), tensor(0.6770), 0.9401360154151917)","(tensor(0.6020), tensor(0.6778), 0.9256529808044434)","(tensor(0.4030), tensor(0.6466), 0.9656673073768616)","(tensor(0.4003), tensor(0.6433), 0.9602741003036499)",
detected_0562.jpg,"(tensor(0.5116), tensor(0.3367), 0.9884849190711975)","(tensor(0.5293), tensor(0.3191), 0.9846659898757935)","(tensor(0.5005), tensor(0.3194), 0.9052027463912964)","(tensor(0.5798), tensor(0.3096), 0.9147850275039673)","(tensor(0.), tensor(0.), 0.22442485392093658)","(tensor(0.6258), tensor(0.3723), 0.9909387826919556)","(tensor(0.5042), tensor(0.3476), 0.9797979593276978)","(tensor(0.6426), tensor(0.4674), 0.9749860167503357)","(tensor(0.4491), tensor(0.3794), 0.9360175728797913)","(tensor(0.6144), tensor(0.5373), 0.9705978035926819)","(tensor(0.4327), tensor(0.4279), 0.9254484176635742)","(tensor(0.5839), tensor(0.5458), 0.9938866496086121)","(tensor(0.5002), tensor(0.5247), 0.9912732243537903)","(tensor(0.5356), tensor(0.6521), 0.9760134220123291)","(tensor(0.4156), tensor(0.6300), 0.9685509204864502)","(tensor(0.4773), tensor(0.7801), 0.8160207867622375)","(tensor(0.3427), tensor(0.7607), 0.7986466288566589)",
detected_0604.jpg,"(tensor(0.), tensor(0.), 0.14351333677768707)","(tensor(0.), tensor(0.), 0.08574504405260086)","(tensor(0.), tensor(0.), 0.06660667806863785)","(tensor(0.), tensor(0.), 0.3957645893096924)","(tensor(0.), tensor(0.), 0.3049958050251007)","(tensor(0.5781), tensor(0.1137), 0.8996866345405579)","(tensor(0.6232), tensor(0.1136), 0.8672195076942444)","(tensor(0.5615), tensor(0.1639), 0.7715036273002625)","(tensor(0.6313), tensor(0.1584), 0.6745069622993469)","(tensor(0.5586), tensor(0.2058), 0.5928757786750793)","(tensor(0.6189), tensor(0.1859), 0.5262296795845032)","(tensor(0.5776), tensor(0.2059), 0.9804157614707947)","(tensor(0.6086), tensor(0.2063), 0.9760450124740601)","(tensor(0.5726), tensor(0.2770), 0.9767497181892395)","(tensor(0.6113), tensor(0.2800), 0.9736325740814209)","(tensor(0.5690), tensor(0.3456), 0.9492863416671753)","(tensor(0.6109), tensor(0.3491), 0.9460135698318481)",
detected_0612.jpg,"(tensor(0.), tensor(0.), 0.19594550132751465)","(tensor(0.), tensor(0.), 0.02727505937218666)","(tensor(0.), tensor(0.), 0.1909688264131546)","(tensor(0.), tensor(0.), 0.0960056260228157)","(tensor(0.4198), tensor(0.4913), 0.5978924036026001)","(tensor(0.3488), tensor(0.4510), 0.8022649884223938)","(tensor(0.3991), tensor(0.4671), 0.9750780463218689)","(tensor(0.2950), tensor(0.5347), 0.7582406401634216)","(tensor(0.3870), tensor(0.5607), 0.982530415058136)","(tensor(0.3029), tensor(0.6238), 0.8148216009140015)","(tensor(0.4011), tensor(0.6099), 0.9647417664527893)","(tensor(0.2672), tensor(0.4784), 0.991142988204956)","(tensor(0.2901), tensor(0.4851), 0.9963898062705994)","(tensor(0.3286), tensor(0.6261), 0.9935392737388611)","(tensor(0.3237), tensor(0.6412), 0.9973692893981934)","(tensor(0.3556), tensor(0.7598), 0.9753128290176392)","(tensor(0.3254), tensor(0.7854), 0.9857875108718872)",
detected_0614.jpg,"(tensor(0.), tensor(0.), 0.35472890734672546)","(tensor(0.), tensor(0.), 0.08979550004005432)","(tensor(0.), tensor(0.), 0.26865971088409424)","(tensor(0.), tensor(0.), 0.05289403349161148)","(tensor(0.), tensor(0.), 0.26340678334236145)","(tensor(0.4242), tensor(0.4511), 0.7634199261665344)","(tensor(0.3780), tensor(0.4591), 0.9584773182868958)","(tensor(0.4163), tensor(0.5247), 0.8055447340011597)","(tensor(0.3587), tensor(0.5487), 0.9794946908950806)","(tensor(0.3840), tensor(0.5970), 0.8593625426292419)","(tensor(0.3703), tensor(0.6059), 0.9686370491981506)","(tensor(0.3225), tensor(0.4722), 0.9964710474014282)","(tensor(0.2852), tensor(0.4738), 0.9983553290367126)","(tensor(0.3488), tensor(0.6107), 0.9977782368659973)","(tensor(0.3016), tensor(0.6261), 0.9990739822387695)","(tensor(0.3545), tensor(0.7246), 0.9932158589363098)","(tensor(0.3014), tensor(0.7557), 0.9961642026901245)",
detected_0666.jpg,"(tensor(0.3333), tensor(0.2200), 0.9842253923416138)","(tensor(0.3525), tensor(0.1989), 0.9530918002128601)","(tensor(0.3169), tensor(0.2055), 0.9511722922325134)","(tensor(0.3799), tensor(0.1960), 0.7303354144096375)","(tensor(0.2931), tensor(0.2069), 0.6754236817359924)","(tensor(0.4065), tensor(0.2840), 0.9969455599784851)","(tensor(0.2508), tensor(0.3075), 0.9881259202957153)","(tensor(0.4878), tensor(0.4227), 0.9807072281837463)","(tensor(0.2326), tensor(0.4467), 0.9058119654655457)","(tensor(0.5530), tensor(0.5306), 0.928025484085083)","(tensor(0.2458), tensor(0.5542), 0.8306982517242432)","(tensor(0.4429), tensor(0.5235), 0.9983488321304321)","(tensor(0.3473), tensor(0.5575), 0.9968710541725159)","(tensor(0.5959), tensor(0.6057), 0.9958124756813049)","(tensor(0.4978), tensor(0.6567), 0.9935897588729858)","(tensor(0.7388), tensor(0.6778), 0.9802170991897583)","(tensor(0.6615), tensor(0.7430), 0.9747121930122375)",
detected_0667.jpg,"(tensor(0.4968), tensor(0.1592), 0.9937639832496643)","(tensor(0.5129), tensor(0.1380), 0.9815120100975037)","(tensor(0.4726), tensor(0.1394), 0.975896954536438)","(tensor(0.5499), tensor(0.1352), 0.857977569103241)","(tensor(0.4512), tensor(0.1440), 0.6894341707229614)","(tensor(0.6254), tensor(0.2364), 0.9939433932304382)","(tensor(0.4598), tensor(0.2481), 0.9973147511482239)","(tensor(0.6926), tensor(0.3583), 0.9504839181900024)","(tensor(0.4241), tensor(0.4039), 0.9878177046775818)","(tensor(0.6964), tensor(0.4556), 0.9279993176460266)","(tensor(0.4186), tensor(0.5358), 0.971707284450531)","(tensor(0.5989), tensor(0.5202), 0.9982193112373352)","(tensor(0.4955), tensor(0.5070), 0.9989871382713318)","(tensor(0.4994), tensor(0.6542), 0.992423415184021)","(tensor(0.3933), tensor(0.6216), 0.9960570335388184)","(tensor(0.3555), tensor(0.7839), 0.93418288230896)","(tensor(0.2935), tensor(0.7372), 0.957425057888031)",
detected_0668.jpg,"(tensor(0.5404), tensor(0.1539), 0.9946078062057495)","(tensor(0.5562), tensor(0.1332), 0.983059287071228)","(tensor(0.5150), tensor(0.1319), 0.9733981490135193)","(tensor(0.5893), tensor(0.1322), 0.8506360054016113)","(tensor(0.4878), tensor(0.1365), 0.6674224138259888)","(tensor(0.6562), tensor(0.2313), 0.9962770342826843)","(tensor(0.4900), tensor(0.2416), 0.9973055124282837)","(tensor(0.7239), tensor(0.3526), 0.9783293604850769)","(tensor(0.4485), tensor(0.4111), 0.9885699152946472)","(tensor(0.7374), tensor(0.4305), 0.9664929509162903)","(tensor(0.4373), tensor(0.5433), 0.9782076478004456)","(tensor(0.6326), tensor(0.4930), 0.9987402558326721)","(tensor(0.5268), tensor(0.4811), 0.9990227222442627)","(tensor(0.5639), tensor(0.6429), 0.9935821294784546)","(tensor(0.4445), tensor(0.6162), 0.9955906867980957)","(tensor(0.4101), tensor(0.7660), 0.9232996106147766)","(tensor(0.3170), tensor(0.7314), 0.9400343298912048)",
detected_0675.jpg,"(tensor(0.), tensor(0.), 0.21702539920806885)","(tensor(0.), tensor(0.), 0.0477399043738842)","(tensor(0.), tensor(0.), 0.13415446877479553)","(tensor(0.4941), tensor(0.2147), 0.7263044118881226)","(tensor(0.5523), tensor(0.2165), 0.8539483547210693)","(tensor(0.4401), tensor(0.2928), 0.9860568046569824)","(tensor(0.5570), tensor(0.3116), 0.9917502999305725)","(tensor(0.3976), tensor(0.4234), 0.8817573189735413)","(tensor(0.5540), tensor(0.4499), 0.9396499991416931)","(tensor(0.4429), tensor(0.4763), 0.6826605796813965)","(tensor(0.5643), tensor(0.4724), 0.7322820425033569)","(tensor(0.4202), tensor(0.5339), 0.9973963499069214)","(tensor(0.5042), tensor(0.5403), 0.9977800250053406)","(tensor(0.4033), tensor(0.7004), 0.9953532218933105)","(tensor(0.5033), tensor(0.7188), 0.9958810806274414)","(tensor(0.3555), tensor(0.8425), 0.9557840824127197)","(tensor(0.4682), tensor(0.8742), 0.9548164010047913)",
detected_0676.jpg,"(tensor(0.), tensor(0.), 0.22007454931735992)","(tensor(0.), tensor(0.), 0.10843847692012787)","(tensor(0.), tensor(0.), 0.029638828709721565)","(tensor(0.4734), tensor(0.2199), 0.797005295753479)","(tensor(0.), tensor(0.), 0.4619942009449005)","(tensor(0.4544), tensor(0.3273), 0.9919933080673218)","(tensor(0.5549), tensor(0.3170), 0.990698516368866)","(tensor(0.4132), tensor(0.4720), 0.9726701378822327)","(tensor(0.5802), tensor(0.4773), 0.9456619620323181)","(tensor(0.3842), tensor(0.4616), 0.9167501926422119)","(tensor(0.5400), tensor(0.5152), 0.8778267502784729)","(tensor(0.4521), tensor(0.5917), 0.9984208345413208)","(tensor(0.5249), tensor(0.5866), 0.9981383085250854)","(tensor(0.4166), tensor(0.7834), 0.9922553300857544)","(tensor(0.5256), tensor(0.7775), 0.9912872910499573)","(tensor(0.4310), tensor(0.9526), 0.8572545647621155)","(tensor(0.5471), tensor(0.9488), 0.8531874418258667)",
detected_0677.jpg,"(tensor(0.), tensor(0.), 0.250791996717453)","(tensor(0.), tensor(0.), 0.06527283042669296)","(tensor(0.), tensor(0.), 0.12405648082494736)","(tensor(0.), tensor(0.), 0.37263673543930054)","(tensor(0.), tensor(0.), 0.4291200041770935)","(tensor(0.5049), tensor(0.2500), 0.9492530226707458)","(tensor(0.5208), tensor(0.2552), 0.9759846925735474)","(tensor(0.4399), tensor(0.3941), 0.8298516869544983)","(tensor(0.4637), tensor(0.3943), 0.9251611232757568)","(tensor(0.4461), tensor(0.4580), 0.6847476363182068)","(tensor(0.4696), tensor(0.4525), 0.7993643879890442)","(tensor(0.4877), tensor(0.5099), 0.996821403503418)","(tensor(0.5090), tensor(0.5122), 0.9977777600288391)","(tensor(0.4503), tensor(0.6889), 0.9943963289260864)","(tensor(0.5354), tensor(0.6980), 0.99604332447052)","(tensor(0.4033), tensor(0.8357), 0.9513440132141113)","(tensor(0.5227), tensor(0.8560), 0.9591217041015625)",
detected_0685.jpg,"(tensor(0.), tensor(0.), 0.23638229072093964)","(tensor(0.), tensor(0.), 0.10734003037214279)","(tensor(0.), tensor(0.), 0.03426782041788101)","(tensor(0.), tensor(0.), 0.22889479994773865)","(tensor(0.), tensor(0.), 0.03657254949212074)","(tensor(0.4156), tensor(0.4202), 0.9771551489830017)","(tensor(0.3287), tensor(0.4540), 0.8541539907455444)","(tensor(0.4767), tensor(0.5179), 0.9895960688591003)","(tensor(0.3341), tensor(0.5810), 0.8857643008232117)","(tensor(0.4440), tensor(0.6335), 0.9817725419998169)","(tensor(0.3423), tensor(0.6882), 0.8900042772293091)","(tensor(0.4345), tensor(0.6077), 0.9968246221542358)","(tensor(0.3807), tensor(0.6206), 0.9920865893363953)","(tensor(0.4252), tensor(0.7186), 0.980977475643158)","(tensor(0.3801), tensor(0.7332), 0.9559915661811829)","(tensor(0.4215), tensor(0.8205), 0.8169399499893188)","(tensor(0.3799), tensor(0.8247), 0.7208403944969177)",
detected_0699.jpg,"(tensor(0.), tensor(0.), 0.0007528888527303934)","(tensor(0.), tensor(0.), 0.0008251513354480267)","(tensor(0.), tensor(0.), 0.000606913585215807)","(tensor(0.), tensor(0.), 0.002744164550676942)","(tensor(0.), tensor(0.), 0.001198606682009995)","(tensor(0.), tensor(0.), 0.0035318846348673105)","(tensor(0.), tensor(0.), 0.003110961290076375)","(tensor(0.), tensor(0.), 0.019560974091291428)","(tensor(0.), tensor(0.), 0.018877210095524788)","(tensor(0.), tensor(0.), 0.03191658854484558)","(tensor(0.), tensor(0.), 0.039622578769922256)","(tensor(0.), tensor(0.), 0.20723189413547516)","(tensor(0.), tensor(0.), 0.2032919079065323)","(tensor(0.5474), tensor(0.1496), 0.5838755369186401)","(tensor(0.4459), tensor(0.1426), 0.5868987441062927)","(tensor(0.5808), tensor(0.2946), 0.6481385231018066)","(tensor(0.4602), tensor(0.2721), 0.660219132900238)",
detected_0706.jpg,"(tensor(0.6527), tensor(0.4708), 0.960252583026886)","(tensor(0.6864), tensor(0.5059), 0.9519102573394775)","(tensor(0.6969), tensor(0.4525), 0.6250858306884766)","(tensor(0.7277), tensor(0.5853), 0.8693529963493347)","(tensor(0.), tensor(0.), 0.11962177604436874)","(tensor(0.6372), tensor(0.6486), 0.984872043132782)","(tensor(0.6892), tensor(0.3958), 0.8845930099487305)","(tensor(0.5934), tensor(0.6841), 0.9602615833282471)","(tensor(0.6174), tensor(0.2236), 0.7952446341514587)","(tensor(0.5436), tensor(0.4673), 0.9873080849647522)","(tensor(0.5639), tensor(0.2079), 0.8926784992218018)","(tensor(0.3187), tensor(0.5070), 0.8951873183250427)","(tensor(0.3512), tensor(0.3763), 0.7779186367988586)","(tensor(0.2402), tensor(0.3803), 0.9532719254493713)","(tensor(0.2447), tensor(0.2560), 0.9137849807739258)","(tensor(0.0730), tensor(0.4965), 0.8874247670173645)","(tensor(0.1032), tensor(0.4593), 0.83523029088974)",
detected_0707.jpg,"(tensor(0.3569), tensor(0.4014), 0.9784054756164551)","(tensor(0.3301), tensor(0.3720), 0.8953214883804321)","(tensor(0.3173), tensor(0.4148), 0.96214759349823)","(tensor(0.), tensor(0.), 0.2805175483226776)","(tensor(0.2892), tensor(0.4794), 0.8504084944725037)","(tensor(0.4365), tensor(0.3632), 0.9650723934173584)","(tensor(0.3604), tensor(0.5635), 0.9833068251609802)","(tensor(0.5164), tensor(0.2770), 0.7567865252494812)","(tensor(0.3937), tensor(0.6618), 0.8774433732032776)","(tensor(0.4107), tensor(0.2043), 0.6227568984031677)","(tensor(0.4254), tensor(0.4380), 0.8887948989868164)","(tensor(0.6874), tensor(0.4346), 0.7084004282951355)","(tensor(0.6420), tensor(0.5307), 0.7934337258338928)","(tensor(0.8463), tensor(0.3566), 0.7857418060302734)","(tensor(0.8324), tensor(0.4300), 0.865196168422699)","(tensor(0.9106), tensor(0.5598), 0.6345301866531372)","(tensor(0.9237), tensor(0.5528), 0.7509413361549377)",
detected_0709.jpg,"(tensor(0.8422), tensor(0.0966), 0.8152464032173157)","(tensor(0.8493), tensor(0.0868), 0.6485851407051086)","(tensor(0.8364), tensor(0.0876), 0.58205246925354)","(tensor(0.), tensor(0.), 0.40222615003585815)","(tensor(0.), tensor(0.), 0.2672818899154663)","(tensor(0.8873), tensor(0.1474), 0.9481291770935059)","(tensor(0.8005), tensor(0.1494), 0.9060752987861633)","(tensor(0.9266), tensor(0.2236), 0.9091898202896118)","(tensor(0.7714), tensor(0.2271), 0.8098104000091553)","(tensor(0.9007), tensor(0.2992), 0.8835538625717163)","(tensor(0.7763), tensor(0.3050), 0.8048343062400818)","(tensor(0.8650), tensor(0.3233), 0.9913973808288574)","(tensor(0.8074), tensor(0.3230), 0.9883583188056946)","(tensor(0.8677), tensor(0.4838), 0.9898890852928162)","(tensor(0.8132), tensor(0.4813), 0.9867336750030518)","(tensor(0.8920), tensor(0.6518), 0.9450660943984985)","(tensor(0.8281), tensor(0.6441), 0.9366462826728821)",
detected_0712.jpg,"(tensor(0.5028), tensor(0.6040), 0.9691540598869324)","(tensor(0.5114), tensor(0.5855), 0.7748252153396606)","(tensor(0.4930), tensor(0.5937), 0.9650304317474365)","(tensor(0.), tensor(0.), 0.16780315339565277)","(tensor(0.4652), tensor(0.5991), 0.8749990463256836)","(tensor(0.5241), tensor(0.6445), 0.9496949315071106)","(tensor(0.4313), tensor(0.6870), 0.993362307548523)","(tensor(0.5768), tensor(0.6879), 0.8445001840591431)","(tensor(0.4305), tensor(0.7556), 0.9848828911781311)","(tensor(0.5634), tensor(0.6758), 0.859722375869751)","(tensor(0.4528), tensor(0.6963), 0.9797140955924988)","(tensor(0.5727), tensor(0.7626), 0.9851587414741516)","(tensor(0.5018), tensor(0.7982), 0.9943622350692749)","(tensor(0.6418), tensor(0.6588), 0.9848554730415344)","(tensor(0.4628), tensor(0.7400), 0.9943267703056335)","(tensor(0.7490), tensor(0.7244), 0.9813278317451477)","(tensor(0.5313), tensor(0.8385), 0.989294171333313)",
detected_0732.jpg,"(tensor(0.3198), tensor(0.3004), 0.8018459677696228)","(tensor(0.3243), tensor(0.2820), 0.8474605679512024)","(tensor(0.), tensor(0.), 0.32465192675590515)","(tensor(0.3535), tensor(0.2534), 0.8460187911987305)","(tensor(0.), tensor(0.), 0.11832381784915924)","(tensor(0.4328), tensor(0.2696), 0.9320510029792786)","(tensor(0.4085), tensor(0.2912), 0.8953279852867126)","(tensor(0.4401), tensor(0.2887), 0.833602786064148)","(tensor(0.4105), tensor(0.3802), 0.7049371600151062)","(tensor(0.4166), tensor(0.3082), 0.6930968761444092)","(tensor(0.3480), tensor(0.5072), 0.6335287094116211)","(tensor(0.6818), tensor(0.4326), 0.9874682426452637)","(tensor(0.6567), tensor(0.4412), 0.9888638257980347)","(tensor(0.6299), tensor(0.6668), 0.9839297533035278)","(tensor(0.5383), tensor(0.6340), 0.9829719662666321)","(tensor(0.7754), tensor(0.8604), 0.9044976830482483)","(tensor(0.6234), tensor(0.7967), 0.9260998964309692)",
detected_0734.jpg,"(tensor(0.5835), tensor(0.3759), 0.8983434438705444)","(tensor(0.), tensor(0.), 0.4932166337966919)","(tensor(0.5836), tensor(0.3543), 0.9195725917816162)","(tensor(0.), tensor(0.), 0.02382739819586277)","(tensor(0.5489), tensor(0.3219), 0.5667787790298462)","(tensor(0.), tensor(0.), 0.4820955991744995)","(tensor(0.4691), tensor(0.3087), 0.8782878518104553)","(tensor(0.5333), tensor(0.4895), 0.6293464303016663)","(tensor(0.4500), tensor(0.1993), 0.9624624252319336)","(tensor(0.5720), tensor(0.5219), 0.6449109315872192)","(tensor(0.4558), tensor(0.1394), 0.8948197960853577)","(tensor(0.3865), tensor(0.5742), 0.9943079352378845)","(tensor(0.3095), tensor(0.5495), 0.9971143007278442)","(tensor(0.4898), tensor(0.6842), 0.9886434674263)","(tensor(0.2095), tensor(0.7299), 0.9952459931373596)","(tensor(0.5261), tensor(0.8201), 0.9507586359977722)","(tensor(0.0854), tensor(0.9439), 0.9660314917564392)",
detected_0744.jpg,"(tensor(0.4121), tensor(0.3108), 0.9144534468650818)","(tensor(0.), tensor(0.), 0.23222027719020844)","(tensor(0.4081), tensor(0.2937), 0.9616681337356567)","(tensor(0.), tensor(0.), 0.08048810064792633)","(tensor(0.3642), tensor(0.2858), 0.9886133670806885)","(tensor(0.2880), tensor(0.3607), 0.9427112936973572)","(tensor(0.3445), tensor(0.3752), 0.9917751550674438)","(tensor(0.3289), tensor(0.4950), 0.5457330346107483)","(tensor(0.3917), tensor(0.5088), 0.9591870903968811)","(tensor(0.4159), tensor(0.5489), 0.5484632849693298)","(tensor(0.4174), tensor(0.5590), 0.9143226146697998)","(tensor(0.2979), tensor(0.5785), 0.913447916507721)","(tensor(0.3376), tensor(0.5940), 0.9621132612228394)","(tensor(0.4046), tensor(0.6508), 0.8920507431030273)","(tensor(0.4387), tensor(0.6739), 0.9527988433837891)","(tensor(0.4464), tensor(0.8080), 0.6796683669090271)","(tensor(0.4513), tensor(0.8401), 0.7704363465309143)",
detected_0746.jpg,"(tensor(0.6235), tensor(0.3452), 0.9152681231498718)","(tensor(0.6322), tensor(0.3267), 0.9555689096450806)","(tensor(0.), tensor(0.), 0.3215387463569641)","(tensor(0.6876), tensor(0.3236), 0.9518777132034302)","(tensor(0.), tensor(0.), 0.03884050250053406)","(tensor(0.7083), tensor(0.4175), 0.9845716953277588)","(tensor(0.7057), tensor(0.4020), 0.779079258441925)","(tensor(0.6767), tensor(0.4859), 0.9507666826248169)","(tensor(0.), tensor(0.), 0.2617071568965912)","(tensor(0.6532), tensor(0.4027), 0.9078153967857361)","(tensor(0.), tensor(0.), 0.30120378732681274)","(tensor(0.6057), tensor(0.6536), 0.9620786309242249)","(tensor(0.6098), tensor(0.6301), 0.8662951588630676)","(tensor(0.4859), tensor(0.6987), 0.9426215887069702)","(tensor(0.5093), tensor(0.6736), 0.8063853979110718)","(tensor(0.4731), tensor(0.8592), 0.7608329057693481)","(tensor(0.4642), tensor(0.8314), 0.5668481588363647)",
