image_name,"x1, y1, confidence1","x2, y2, confidence2","x3, y3, confidence3","x4, y4, confidence4","x5, y5, confidence5","x6, y6, confidence6","x7, y7, confidence7","x8, y8, confidence8","x9, y9, confidence9","x10, y10, confidence10","x11, y11, confidence11","x12, y12, confidence12","x13, y13, confidence13","x14, y14, confidence14","x15, y15, confidence15","x16, y16, confidence16","x17, y17, confidence17",lable
detected_0108.png,"(0.0, 0.0, 0.3439911901950836)","(0.0, 0.0, 0.25334805250167847)","(0.0, 0.0, 0.19251155853271484)","(0.0, 0.0, 0.35937535762786865)","(0.0, 0.0, 0.23996491730213165)","(0.3800585, 0.72151506, 0.8350557088851929)","(0.39868203, 0.6953201, 0.8625452518463135)","(0.39255717, 0.7044171, 0.7848107218742371)","(0.4379119, 0.6133193, 0.8541069626808167)","(0.3740385, 0.6872295, 0.7915211915969849)","(0.47391748, 0.53119075, 0.8623883724212646)","(0.43677986, 0.6711504, 0.9251725673675537)","(0.44545847, 0.6627731, 0.9415858387947083)","(0.42820823, 0.62768024, 0.8902335166931152)","(0.4448902, 0.62542593, 0.9169285297393799)","(0.4480104, 0.5557918, 0.8652929663658142)","(0.4639294, 0.55471903, 0.8860377073287964)",2
detected_0110.png,"(0.0, 0.0, 0.10514339804649353)","(0.0, 0.0, 0.05691690742969513)","(0.0, 0.0, 0.05883374810218811)","(0.0, 0.0, 0.1249755397439003)","(0.0, 0.0, 0.1293942779302597)","(0.43874884, 0.64529335, 0.6374190449714661)","(0.4435073, 0.63509953, 0.5770142078399658)","(0.45249826, 0.5769187, 0.6631522178649902)","(0.44890937, 0.5647115, 0.5879431366920471)","(0.48498276, 0.49614733, 0.6972511410713196)","(0.477293, 0.5070361, 0.6165850758552551)","(0.4269424, 0.69034934, 0.9127110838890076)","(0.42908427, 0.68539023, 0.8960092663764954)","(0.39853516, 0.7099587, 0.8616629242897034)","(0.4039651, 0.707207, 0.8362853527069092)","(0.41783914, 0.684728, 0.7720046043395996)","(0.41777942, 0.6778299, 0.7431550621986389)",2
detected_0112.png,"(0.0, 0.0, 0.18866568803787231)","(0.0, 0.0, 0.0881904661655426)","(0.0, 0.0, 0.10946337133646011)","(0.0, 0.0, 0.1549985110759735)","(0.0, 0.0, 0.20983098447322845)","(0.45092693, 0.6109176, 0.7908042073249817)","(0.4507951, 0.60070974, 0.7575704455375671)","(0.45845643, 0.56048596, 0.7765712141990662)","(0.45652783, 0.5480183, 0.7332811951637268)","(0.4830502, 0.4949447, 0.7637210488319397)","(0.47728726, 0.50392544, 0.7104304432868958)","(0.42451134, 0.69594514, 0.9535841345787048)","(0.42336953, 0.6887595, 0.9455189108848572)","(0.39075118, 0.7391823, 0.895476222038269)","(0.3930369, 0.72832894, 0.8782579302787781)","(0.40250584, 0.7415802, 0.7788522839546204)","(0.40083626, 0.7230532, 0.7540712356567383)",2
detected_0114.png,"(0.0, 0.0, 0.05150432884693146)","(0.0, 0.0, 0.03769268840551376)","(0.0, 0.0, 0.0279389601200819)","(0.0, 0.0, 0.11171164363622665)","(0.0, 0.0, 0.06551015377044678)","(0.0, 0.0, 0.4751013517379761)","(0.0, 0.0, 0.41904857754707336)","(0.43005213, 0.6848965, 0.5237898826599121)","(0.0, 0.0, 0.46487170457839966)","(0.47601426, 0.5176046, 0.6136824488639832)","(0.4623128, 0.55006385, 0.5435740351676941)","(0.4187908, 0.71553206, 0.8383256196975708)","(0.42230904, 0.71487486, 0.8226446509361267)","(0.41117093, 0.7073929, 0.8314405083656311)","(0.41603538, 0.7036423, 0.8170202970504761)","(0.4497463, 0.5811217, 0.8252840638160706)","(0.44904777, 0.5727543, 0.8136702179908752)",2
detected_0116.png,"(0.0, 0.0, 0.08455049991607666)","(0.0, 0.0, 0.0716542974114418)","(0.0, 0.0, 0.051979098469018936)","(0.0, 0.0, 0.1568654477596283)","(0.0, 0.0, 0.09706007689237595)","(0.0, 0.0, 0.4627304971218109)","(0.0, 0.0, 0.3978508412837982)","(0.0, 0.0, 0.4254603683948517)","(0.0, 0.0, 0.3610508441925049)","(0.45411754, 0.5809646, 0.5376326441764832)","(0.0, 0.0, 0.4683935046195984)","(0.41067046, 0.7288477, 0.772670328617096)","(0.4246197, 0.72748727, 0.7507533431053162)","(0.41294026, 0.6878395, 0.8420875668525696)","(0.42821833, 0.6863736, 0.8293137550354004)","(0.44971645, 0.58641857, 0.8748217225074768)","(0.4493925, 0.5834102, 0.866928219795227)",2
detected_0118.png,"(0.0, 0.0, 0.021536000072956085)","(0.0, 0.0, 0.01905338652431965)","(0.0, 0.0, 0.011937931180000305)","(0.0, 0.0, 0.11065351217985153)","(0.0, 0.0, 0.051276154816150665)","(0.0, 0.0, 0.31303641200065613)","(0.0, 0.0, 0.28676554560661316)","(0.0, 0.0, 0.29245537519454956)","(0.0, 0.0, 0.2915914058685303)","(0.0, 0.0, 0.29587075114250183)","(0.0, 0.0, 0.30802881717681885)","(0.41388434, 0.76019514, 0.7911823987960815)","(0.43415612, 0.749931, 0.793677806854248)","(0.40959522, 0.7089195, 0.8699913620948792)","(0.4244745, 0.7049932, 0.8776902556419373)","(0.44709596, 0.62621325, 0.9247039556503296)","(0.43964034, 0.62104636, 0.9272414445877075)",2
detected_0122.png,"(0.0, 0.0, 0.009739884175360203)","(0.0, 0.0, 0.00772197125479579)","(0.0, 0.0, 0.006664674263447523)","(0.0, 0.0, 0.05266845226287842)","(0.0, 0.0, 0.04464862123131752)","(0.0, 0.0, 0.13445812463760376)","(0.0, 0.0, 0.13335861265659332)","(0.0, 0.0, 0.11396248638629913)","(0.0, 0.0, 0.13249178230762482)","(0.0, 0.0, 0.13858547806739807)","(0.0, 0.0, 0.14389576017856598)","(0.39163238, 0.77839404, 0.5587272047996521)","(0.42612264, 0.7727029, 0.5551173686981201)","(0.39159536, 0.7327913, 0.7221766114234924)","(0.4223999, 0.7307368, 0.733718752861023)","(0.45153672, 0.6309525, 0.8425999283790588)","(0.43905458, 0.622768, 0.8476108312606812)",2
detected_0124.png,"(0.0, 0.0, 0.029345734044909477)","(0.0, 0.0, 0.021641891449689865)","(0.0, 0.0, 0.015302136540412903)","(0.0, 0.0, 0.10643759369850159)","(0.0, 0.0, 0.05238895118236542)","(0.0, 0.0, 0.4043292999267578)","(0.0, 0.0, 0.3251592516899109)","(0.0, 0.0, 0.4474235475063324)","(0.0, 0.0, 0.3723828196525574)","(0.0, 0.0, 0.43994373083114624)","(0.0, 0.0, 0.3834194839000702)","(0.4169944, 0.7358193, 0.8570233583450317)","(0.43252152, 0.73387235, 0.8439071774482727)","(0.41093424, 0.7169008, 0.8715897798538208)","(0.42804515, 0.7173193, 0.8655762672424316)","(0.42896384, 0.6272335, 0.9062975645065308)","(0.43712357, 0.62036926, 0.9014211297035217)",2
detected_0126.png,"(0.0, 0.0, 0.025309717282652855)","(0.0, 0.0, 0.025580482557415962)","(0.0, 0.0, 0.014392668381333351)","(0.0, 0.0, 0.09196671843528748)","(0.0, 0.0, 0.03783152624964714)","(0.0, 0.0, 0.25416719913482666)","(0.0, 0.0, 0.155053049325943)","(0.0, 0.0, 0.28728070855140686)","(0.0, 0.0, 0.16277575492858887)","(0.0, 0.0, 0.3345429599285126)","(0.0, 0.0, 0.21861280500888824)","(0.4205548, 0.7393363, 0.7390016317367554)","(0.43356776, 0.7376532, 0.6772865056991577)","(0.41347164, 0.6968366, 0.851033627986908)","(0.42488208, 0.70113057, 0.817304253578186)","(0.44232672, 0.618994, 0.913310170173645)","(0.43646574, 0.6200182, 0.8983911871910095)",2
detected_0128.png,"(0.0, 0.0, 0.02503839135169983)","(0.0, 0.0, 0.026133764535188675)","(0.0, 0.0, 0.013816366903483868)","(0.0, 0.0, 0.09419210255146027)","(0.0, 0.0, 0.03478923439979553)","(0.0, 0.0, 0.25732532143592834)","(0.0, 0.0, 0.15077614784240723)","(0.0, 0.0, 0.2975005507469177)","(0.0, 0.0, 0.1597760170698166)","(0.0, 0.0, 0.3444529175758362)","(0.0, 0.0, 0.2171100527048111)","(0.42288396, 0.7402374, 0.7556957006454468)","(0.4341239, 0.738706, 0.6909985542297363)","(0.4156696, 0.69671327, 0.86689293384552)","(0.42510927, 0.7006649, 0.8328148722648621)","(0.44308168, 0.62364936, 0.9239458441734314)","(0.43653843, 0.6242777, 0.9096246957778931)",2
detected_0138.png,"(0.0, 0.0, 0.2634248733520508)","(0.0, 0.0, 0.20178093016147614)","(0.0, 0.0, 0.2131272852420807)","(0.0, 0.0, 0.24666450917720795)","(0.0, 0.0, 0.26408448815345764)","(0.39943728, 0.75348765, 0.6673763394355774)","(0.42143062, 0.7609526, 0.686111569404602)","(0.43896064, 0.627134, 0.5475450158119202)","(0.438052, 0.641992, 0.6071654558181763)","(0.44899762, 0.50792795, 0.5388088226318359)","(0.4463027, 0.5519082, 0.5933262705802917)","(0.42724138, 0.6884669, 0.8824765682220459)","(0.44107065, 0.69084203, 0.895393431186676)","(0.41666886, 0.6537676, 0.8995450735092163)","(0.4325734, 0.66079223, 0.9118555784225464)","(0.43574864, 0.5716421, 0.9313288927078247)","(0.44184548, 0.5741708, 0.9353260397911072)",2
detected_0140.png,"(0.40057233, 0.78859305, 0.7689659595489502)","(0.39577454, 0.7934154, 0.769700288772583)","(0.4031282, 0.7936011, 0.6833202838897705)","(0.3867264, 0.80402875, 0.7561381459236145)","(0.41110775, 0.8047482, 0.6058549284934998)","(0.38597962, 0.788469, 0.9313660264015198)","(0.43195856, 0.7714739, 0.9024157524108887)","(0.38096073, 0.75370854, 0.7585358023643494)","(0.44024706, 0.67586845, 0.6751448512077332)","(0.3790031, 0.75202256, 0.6150257587432861)","(0.4412421, 0.6041272, 0.5547983646392822)","(0.41827202, 0.684225, 0.8888728618621826)","(0.44638988, 0.67989314, 0.8762734532356262)","(0.4301796, 0.62175333, 0.8826479911804199)","(0.43848538, 0.6147544, 0.871059000492096)","(0.4534165, 0.57848555, 0.9255543351173401)","(0.43943906, 0.5636123, 0.9220321774482727)",2
detected_0142.png,"(0.0, 0.0, 0.4003467559814453)","(0.0, 0.0, 0.35836440324783325)","(0.0, 0.0, 0.1931440383195877)","(0.0, 0.0, 0.4547056555747986)","(0.0, 0.0, 0.19527524709701538)","(0.40430802, 0.77941483, 0.8934909701347351)","(0.43502888, 0.76197326, 0.8032258749008179)","(0.41089258, 0.7260887, 0.865627110004425)","(0.43357927, 0.67032224, 0.7186722159385681)","(0.39379746, 0.70337695, 0.8523004651069641)","(0.42745408, 0.62904817, 0.7659488916397095)","(0.43158534, 0.70704526, 0.9473690390586853)","(0.4497981, 0.70035774, 0.9305267333984375)","(0.42886496, 0.62749344, 0.9395611882209778)","(0.4404821, 0.634447, 0.9227298498153687)","(0.44484833, 0.55321693, 0.9369776248931885)","(0.43664733, 0.5629882, 0.925616443157196)",2
detected_0144.png,"(0.0, 0.0, 0.4003467559814453)","(0.0, 0.0, 0.35836440324783325)","(0.0, 0.0, 0.1931440383195877)","(0.0, 0.0, 0.4547056555747986)","(0.0, 0.0, 0.19527524709701538)","(0.40430802, 0.77941483, 0.8934909701347351)","(0.43502888, 0.76197326, 0.8032258749008179)","(0.41089258, 0.7260887, 0.865627110004425)","(0.43357927, 0.67032224, 0.7186722159385681)","(0.39379746, 0.70337695, 0.8523004651069641)","(0.42745408, 0.62904817, 0.7659488916397095)","(0.43158534, 0.70704526, 0.9473690390586853)","(0.4497981, 0.70035774, 0.9305267333984375)","(0.42886496, 0.62749344, 0.9395611882209778)","(0.4404821, 0.634447, 0.9227298498153687)","(0.44484833, 0.55321693, 0.9369776248931885)","(0.43664733, 0.5629882, 0.925616443157196)",2
detected_0146.png,"(0.0, 0.0, 0.36356034874916077)","(0.0, 0.0, 0.32489991188049316)","(0.0, 0.0, 0.1758437305688858)","(0.0, 0.0, 0.4295313358306885)","(0.0, 0.0, 0.18978706002235413)","(0.4022317, 0.78093046, 0.878175675868988)","(0.43493554, 0.76698595, 0.7798494100570679)","(0.41153517, 0.722365, 0.8459353446960449)","(0.43354174, 0.6809279, 0.6854068636894226)","(0.39724994, 0.6812174, 0.8362156748771667)","(0.42725873, 0.64199513, 0.7372875213623047)","(0.4299014, 0.70570475, 0.9419004917144775)","(0.4497463, 0.70046216, 0.9230806231498718)","(0.4282409, 0.6291643, 0.9378569722175598)","(0.44135728, 0.63666534, 0.9201540350914001)","(0.44508973, 0.5525667, 0.9373456239700317)","(0.43686673, 0.562776, 0.925819993019104)",2
detected_0148.png,"(0.0, 0.0, 0.19458474218845367)","(0.0, 0.0, 0.1661364585161209)","(0.0, 0.0, 0.091781385242939)","(0.0, 0.0, 0.2784351110458374)","(0.0, 0.0, 0.11445332318544388)","(0.41540828, 0.75184125, 0.743609607219696)","(0.43468124, 0.7478394, 0.619645893573761)","(0.43791458, 0.64289844, 0.752932071685791)","(0.43516037, 0.639217, 0.5923612713813782)","(0.4452788, 0.53895277, 0.7815747857093811)","(0.44283035, 0.56466925, 0.6640480756759644)","(0.43062723, 0.7104839, 0.9276727437973022)","(0.44186103, 0.708903, 0.9064446091651917)","(0.42767784, 0.6550349, 0.9289360046386719)","(0.4321209, 0.66228235, 0.9114311337471008)","(0.44119966, 0.59396625, 0.9254695773124695)","(0.43344277, 0.60359347, 0.9136924147605896)",2
detected_0152.png,"(0.0, 0.0, 0.37432584166526794)","(0.0, 0.0, 0.3339277505874634)","(0.0, 0.0, 0.24607257544994354)","(0.0, 0.0, 0.41180694103240967)","(0.0, 0.0, 0.2790749669075012)","(0.39406273, 0.7868569, 0.8491938710212708)","(0.42197296, 0.7749659, 0.7880163788795471)","(0.39406925, 0.7654084, 0.7692422270774841)","(0.41955796, 0.7183256, 0.6537454724311829)","(0.3795637, 0.7994763, 0.6900357604026794)","(0.41258207, 0.72955763, 0.6310825347900391)","(0.4212195, 0.69157374, 0.91697758436203)","(0.43898895, 0.6890055, 0.9043349027633667)","(0.429745, 0.64888364, 0.9130746722221375)","(0.4371146, 0.65314937, 0.9018971920013428)","(0.45236078, 0.59198, 0.9284265637397766)","(0.43828142, 0.59635204, 0.9221541881561279)",2
detected_0158.png,"(0.0, 0.0, 0.30956676602363586)","(0.0, 0.0, 0.27178892493247986)","(0.0, 0.0, 0.24770303070545197)","(0.0, 0.0, 0.2756894826889038)","(0.0, 0.0, 0.2933296859264374)","(0.38178527, 0.80710715, 0.684781551361084)","(0.0, 0.0, 0.49912819266319275)","(0.41113976, 0.6841671, 0.5494420528411865)","(0.0, 0.0, 0.3194420337677002)","(0.42749915, 0.5789957, 0.596071720123291)","(0.0, 0.0, 0.43000465631484985)","(0.40158492, 0.71717584, 0.8323303461074829)","(0.4351053, 0.7183191, 0.7664729356765747)","(0.41356087, 0.66697145, 0.8875579833984375)","(0.442429, 0.6802053, 0.8443191647529602)","(0.44157913, 0.56661624, 0.9198032021522522)","(0.43474248, 0.5776287, 0.8962768316268921)",2
detected_0160.png,"(0.0, 0.0, 0.30112138390541077)","(0.0, 0.0, 0.22532637417316437)","(0.0, 0.0, 0.35486215353012085)","(0.0, 0.0, 0.2912067472934723)","(0.4146001, 0.8253343, 0.5234406590461731)","(0.3692395, 0.7964583, 0.5719588994979858)","(0.43345425, 0.7796869, 0.6840317845344543)","(0.0, 0.0, 0.3064063787460327)","(0.0, 0.0, 0.4956246614456177)","(0.0, 0.0, 0.252008318901062)","(0.0, 0.0, 0.378253698348999)","(0.3906788, 0.69880676, 0.6723238825798035)","(0.4315439, 0.69768584, 0.7303142547607422)","(0.40865427, 0.6598324, 0.7360448241233826)","(0.4364845, 0.6629343, 0.7892587184906006)","(0.442794, 0.5982408, 0.8578498959541321)","(0.4313992, 0.59678406, 0.8782935738563538)",2
detected_0162.png,"(0.0, 0.0, 0.2368161827325821)","(0.0, 0.0, 0.18349404633045197)","(0.0, 0.0, 0.2333974838256836)","(0.0, 0.0, 0.26411017775535583)","(0.0, 0.0, 0.3663962185382843)","(0.38166505, 0.7948656, 0.6048416495323181)","(0.42761514, 0.7678017, 0.6818695664405823)","(0.0, 0.0, 0.4076622426509857)","(0.43777916, 0.62894934, 0.5583846569061279)","(0.0, 0.0, 0.3415997624397278)","(0.0, 0.0, 0.4557088315486908)","(0.4027208, 0.6958779, 0.7931509017944336)","(0.43074396, 0.6910239, 0.8276523947715759)","(0.41754213, 0.66152596, 0.8350536227226257)","(0.43183836, 0.66289425, 0.8674575686454773)","(0.45130756, 0.5972641, 0.9116250872612)","(0.43148857, 0.5959713, 0.9243248701095581)",2
detected_0164.png,"(0.45732737, 0.55006635, 0.5506889820098877)","(0.0, 0.0, 0.2535891532897949)","(0.45379135, 0.54377335, 0.5367928147315979)","(0.0, 0.0, 0.15563811361789703)","(0.44102138, 0.5518427, 0.6037869453430176)","(0.44015253, 0.5953756, 0.789372980594635)","(0.43379274, 0.5872117, 0.8999800682067871)","(0.44962242, 0.5631644, 0.5953608751296997)","(0.44383398, 0.5489217, 0.8384955525398254)","(0.46179017, 0.5110095, 0.5971752405166626)","(0.45267245, 0.507127, 0.7952198386192322)","(0.42806366, 0.71761, 0.9428303837776184)","(0.42258504, 0.7127407, 0.9610424637794495)","(0.41319227, 0.7908313, 0.8871578574180603)","(0.40492648, 0.78185385, 0.9231179356575012)","(0.4194951, 0.851878, 0.7848528623580933)","(0.4019095, 0.8386154, 0.8246493935585022)",2
detected_0000.png,"(0.0, 0.0, 0.39275532960891724)","(0.0, 0.0, 0.410986989736557)","(0.0, 0.0, 0.08989321440458298)","(0.3026974, 0.2613278, 0.8675759434700012)","(0.0, 0.0, 0.2758018672466278)","(0.31050214, 0.32604656, 0.991183876991272)","(0.36151558, 0.28053945, 0.9449180364608765)","(0.30723193, 0.40840104, 0.9672737121582031)","(0.39632425, 0.30338627, 0.7496740818023682)","(0.30633703, 0.4673925, 0.8760094046592712)","(0.3762942, 0.30619603, 0.6341973543167114)","(0.35218814, 0.46045935, 0.9951533079147339)","(0.38720623, 0.44133514, 0.9895327091217041)","(0.36372346, 0.56395733, 0.9908209443092346)","(0.40155172, 0.5226113, 0.9833840131759644)","(0.3801914, 0.66300994, 0.969012439250946)","(0.42985305, 0.610273, 0.9592067003250122)",3
detected_0002.png,"(0.33930224, 0.24000634, 0.5664241313934326)","(0.3408076, 0.22925769, 0.5568022727966309)","(0.0, 0.0, 0.17045047879219055)","(0.3526873, 0.22245502, 0.8814880847930908)","(0.0, 0.0, 0.29889145493507385)","(0.3570369, 0.2772671, 0.9918295741081238)","(0.40760258, 0.25530508, 0.9562620520591736)","(0.344538, 0.36171502, 0.9663998484611511)","(0.43041945, 0.33159262, 0.7799262404441833)","(0.34204292, 0.41009143, 0.8857951760292053)","(0.4275912, 0.39016864, 0.6551396250724792)","(0.3797927, 0.42134807, 0.994513988494873)","(0.41409615, 0.41050035, 0.9889677166938782)","(0.3770799, 0.5315799, 0.9876158833503723)","(0.42372626, 0.51291716, 0.9785393476486206)","(0.38570976, 0.6380933, 0.9528623223304749)","(0.43825814, 0.619245, 0.9367985129356384)",3
detected_0004.png,"(0.34367317, 0.23667397, 0.5381922125816345)","(0.34501916, 0.22590654, 0.5082089304924011)","(0.0, 0.0, 0.1601056605577469)","(0.35512298, 0.21987702, 0.8696495294570923)","(0.0, 0.0, 0.31587550044059753)","(0.35798162, 0.27427948, 0.991734504699707)","(0.4099599, 0.25348994, 0.9608297944068909)","(0.34601742, 0.35943556, 0.9678500294685364)","(0.4342287, 0.3301852, 0.811893105506897)","(0.34343842, 0.41032505, 0.8918622136116028)","(0.43183726, 0.38911912, 0.6935529112815857)","(0.38082647, 0.41646042, 0.9950886368751526)","(0.41560683, 0.40652904, 0.9906486868858337)","(0.3779006, 0.5280532, 0.9883334040641785)","(0.422463, 0.51265967, 0.9807840585708618)","(0.38730994, 0.633241, 0.9536298513412476)","(0.4360402, 0.619054, 0.9395352005958557)",3
detected_0006.png,"(0.34900278, 0.23190866, 0.644324779510498)","(0.3509702, 0.2204512, 0.6073981523513794)","(0.0, 0.0, 0.19926398992538452)","(0.36238772, 0.21552657, 0.9101452827453613)","(0.0, 0.0, 0.3828005790710449)","(0.3643021, 0.27232158, 0.9964062571525574)","(0.41565785, 0.2537405, 0.9779549241065979)","(0.3479111, 0.35639626, 0.9848697185516357)","(0.4418378, 0.32966557, 0.8686975240707397)","(0.3406075, 0.40790853, 0.9403684735298157)","(0.439261, 0.38670513, 0.7721013426780701)","(0.38515183, 0.41731414, 0.9979215264320374)","(0.41926503, 0.40766394, 0.9954267144203186)","(0.38057205, 0.53273696, 0.9949839115142822)","(0.42260513, 0.51453626, 0.9906230568885803)","(0.3859482, 0.63670945, 0.9764904975891113)","(0.433405, 0.6137938, 0.9674537777900696)",3
detected_0008.png,"(0.35021284, 0.23575303, 0.6137094497680664)","(0.35180023, 0.224326, 0.5740453004837036)","(0.0, 0.0, 0.184707909822464)","(0.3619922, 0.21705678, 0.9008411169052124)","(0.0, 0.0, 0.37432780861854553)","(0.36432436, 0.27055928, 0.9958683252334595)","(0.41579828, 0.25242075, 0.9757168889045715)","(0.34826458, 0.35547835, 0.9833381772041321)","(0.44202623, 0.32929194, 0.8630481362342834)","(0.34061217, 0.40723452, 0.9354783296585083)","(0.4390332, 0.38663092, 0.7637030482292175)","(0.3854117, 0.41695318, 0.9977290034294128)","(0.4196884, 0.40755072, 0.9950920343399048)","(0.38078225, 0.5319573, 0.9946475625038147)","(0.42288056, 0.51408505, 0.9901500940322876)","(0.38596857, 0.6359328, 0.9757333397865295)","(0.4332138, 0.6135225, 0.9666809439659119)",3
detected_0010.png,"(0.35428387, 0.22945291, 0.585457980632782)","(0.35592923, 0.21822542, 0.542048990726471)","(0.0, 0.0, 0.1560986191034317)","(0.36604643, 0.21339175, 0.8991318345069885)","(0.0, 0.0, 0.3417890667915344)","(0.36740682, 0.26746884, 0.9964298605918884)","(0.41816303, 0.25185576, 0.976173996925354)","(0.3504201, 0.3505452, 0.9873301982879639)","(0.44396132, 0.32949495, 0.8722286224365234)","(0.34031755, 0.40656456, 0.9498850703239441)","(0.4424291, 0.38922754, 0.7832376956939697)","(0.3867124, 0.41228122, 0.9982547163963318)","(0.42033648, 0.40409842, 0.9959271550178528)","(0.38166982, 0.52856076, 0.9955976605415344)","(0.42385843, 0.5136383, 0.9912306070327759)","(0.3862368, 0.63371164, 0.9780064821243286)","(0.4337282, 0.614176, 0.9681252837181091)",3
detected_0012.png,"(0.0, 0.0, 0.3488451838493347)","(0.0, 0.0, 0.2782455384731293)","(0.0, 0.0, 0.06681452691555023)","(0.36889508, 0.21231897, 0.8372226357460022)","(0.0, 0.0, 0.26569798588752747)","(0.3683872, 0.267671, 0.994941771030426)","(0.4222375, 0.2539076, 0.9716757535934448)","(0.35028175, 0.34895858, 0.987165629863739)","(0.4466849, 0.32970205, 0.8911768794059753)","(0.3405773, 0.40577728, 0.9522620439529419)","(0.4452674, 0.38423684, 0.8120099306106567)","(0.38735062, 0.41042683, 0.9985287189483643)","(0.42266145, 0.4032277, 0.9967987537384033)","(0.3835351, 0.5251687, 0.9961097836494446)","(0.42428136, 0.5123652, 0.9926990866661072)","(0.38814777, 0.63061994, 0.9790815114974976)","(0.43384403, 0.6144303, 0.9706304669380188)",3
detected_0014.png,"(0.0, 0.0, 0.3625216782093048)","(0.0, 0.0, 0.2753410339355469)","(0.0, 0.0, 0.07325369119644165)","(0.37445366, 0.2122325, 0.822504460811615)","(0.0, 0.0, 0.2794223725795746)","(0.3728198, 0.26785505, 0.994513750076294)","(0.42588708, 0.25673658, 0.9738252758979797)","(0.35476145, 0.34539685, 0.9872910380363464)","(0.45112312, 0.33039322, 0.9082181453704834)","(0.34067854, 0.39908078, 0.9584839940071106)","(0.45150498, 0.38359934, 0.8476916551589966)","(0.39143464, 0.4077042, 0.9985528588294983)","(0.42608452, 0.40203726, 0.9970601201057434)","(0.38715252, 0.52158827, 0.9967576861381531)","(0.42717522, 0.51163435, 0.9942941069602966)","(0.39222586, 0.6283648, 0.9834882616996765)","(0.43560007, 0.6150468, 0.9778978228569031)",3
detected_0016.png,"(0.0, 0.0, 0.4170069694519043)","(0.0, 0.0, 0.3322828412055969)","(0.0, 0.0, 0.08890105783939362)","(0.3739642, 0.21129794, 0.8441218733787537)","(0.0, 0.0, 0.29634329676628113)","(0.3725053, 0.26724574, 0.9951106905937195)","(0.42537227, 0.25559497, 0.9753330945968628)","(0.3546953, 0.34545195, 0.9877604246139526)","(0.4512906, 0.32959682, 0.9059131145477295)","(0.3404468, 0.39944544, 0.9592604637145996)","(0.45116225, 0.38347596, 0.8447221517562866)","(0.391748, 0.40762073, 0.998554527759552)","(0.4262384, 0.4017991, 0.996996283531189)","(0.3872522, 0.5213713, 0.9967926144599915)","(0.42718467, 0.51163936, 0.994249701499939)","(0.39225617, 0.62808233, 0.9838123917579651)","(0.43560198, 0.6152551, 0.978112518787384)",3
detected_0018.png,"(0.36500177, 0.21158427, 0.5280611515045166)","(0.0, 0.0, 0.4628296494483948)","(0.0, 0.0, 0.12260136753320694)","(0.37604102, 0.2051597, 0.8863139748573303)","(0.0, 0.0, 0.3163885474205017)","(0.37441507, 0.2653292, 0.996243953704834)","(0.42771563, 0.25335097, 0.9774696230888367)","(0.35517675, 0.34470603, 0.9892082810401917)","(0.45308524, 0.32869145, 0.8972975015640259)","(0.3395583, 0.3982606, 0.9629678130149841)","(0.45263484, 0.38337746, 0.836262047290802)","(0.39256173, 0.4071009, 0.9985407590866089)","(0.4272432, 0.40135786, 0.9967202544212341)","(0.38783613, 0.5190307, 0.9967504739761353)","(0.42761078, 0.5119432, 0.993750274181366)","(0.3939034, 0.6237148, 0.9834696054458618)","(0.43522754, 0.6152098, 0.9766600131988525)",3
detected_0020.png,"(0.0, 0.0, 0.49629849195480347)","(0.0, 0.0, 0.41880929470062256)","(0.0, 0.0, 0.11493982374668121)","(0.3759634, 0.20647687, 0.8793555498123169)","(0.0, 0.0, 0.3320823609828949)","(0.37335306, 0.26582196, 0.9961089491844177)","(0.43053707, 0.25198007, 0.9788711667060852)","(0.35395467, 0.3456259, 0.9885507225990295)","(0.4530964, 0.32624242, 0.905196487903595)","(0.33901048, 0.39568457, 0.9609211087226868)","(0.45477375, 0.38205433, 0.8432703614234924)","(0.39177847, 0.40544245, 0.9986706972122192)","(0.42900535, 0.39918858, 0.997160792350769)","(0.39019895, 0.5158761, 0.9972000122070312)","(0.43077978, 0.50911105, 0.9949057102203369)","(0.39564312, 0.6190652, 0.9863872528076172)","(0.43501365, 0.61258346, 0.9814212918281555)",3
detected_0022.png,"(0.0, 0.0, 0.46074554324150085)","(0.0, 0.0, 0.3835848569869995)","(0.0, 0.0, 0.09840185195207596)","(0.3774295, 0.20247732, 0.8721972107887268)","(0.0, 0.0, 0.3110896944999695)","(0.3750899, 0.26177698, 0.9959881901741028)","(0.4322684, 0.24857907, 0.9774326086044312)","(0.35513854, 0.3421484, 0.989206075668335)","(0.4546898, 0.32423973, 0.904363214969635)","(0.33830813, 0.39443845, 0.9633927941322327)","(0.4563092, 0.38172144, 0.845147967338562)","(0.3921343, 0.40351206, 0.9986577033996582)","(0.42935723, 0.39740774, 0.9970627427101135)","(0.39051327, 0.513869, 0.9970502853393555)","(0.43100816, 0.50687504, 0.9944807291030884)","(0.3970143, 0.6181551, 0.9851469397544861)","(0.43512362, 0.6105421, 0.9793459177017212)",3
